662932,38.91681116666667,-77.031993,114f77cc-1e74-1fd4-114f-77cc1e741fd4
754944,38.923407166666664,-77.05402733333334,114f7759-6678-1b2c-114f-775966781b2c
234816,38.87979,-77.10911833333333,114f7512-31a9-650c-114f-751231a9650c
795239,38.891867166666664,-77.05510816666667,114f74e0-9540-c290-114f-74e09540c290
300945,38.898195666666666,-77.00581433333333,114f74a9-aa68-64ce-114f-74a9aa6864ce
036418,38.895642333333335,-77.00672016666667,114f712c-fd4c-d404-114f-712cfd4cd404
845243,38.90682233333333,-76.979323,114f6ef7-0718-5ece-114f-6ef707185ece
379649,38.940096,-77.03263083333333,114f6d5e-91d9-3d76-114f-6d5e91d93d76
862562,38.8597095,-77.06428816666667,114f6b1c-e121-b012-114f-6b1ce121b012
617030,38.9156785,-76.99350016666666,114f67f4-72fd-c27e-114f-67f472fdc27e
797828,38.862641333333336,-77.0672675,114f6798-13fe-880c-114f-679813fe880c
054950,38.88130183333333,-76.9817135,114f63f9-eafd-6488-114f-63f9eafd6488
111221,38.918654333333336,-76.96550433333333,114f62ac-efbf-4842-114f-62acefbf4842
581853,38.89033766666667,-76.993736,114f5d6b-af74-89b2-114f-5d6baf7489b2
938785,38.85815916666667,-77.05389633333333,114f5463-3192-9a26-114f-546331929a26
629598,38.81219316666667,-77.048954,114f4d64-f301-a42c-114f-4d64f301a42c
811034,38.841007166666664,-77.06437283333334,114f42db-f980-c894-114f-42dbf980c894
046805,38.91055383333333,-76.98686433333333,114f4240-1a1a-567a-114f-42401a1a567a
951166,38.881228666666665,-76.99091466666667,114f3f56-a839-7986-114f-3f56a8397986
232854,38.8938005,-76.93700933333334,114f21c0-3559-22e0-114f-21c0355922e0
156251,38.841158166666666,-76.977626,114f2154-f137-ad2a-114f-2154f137ad2a
973456,38.8141425,-77.047744,114f2067-f137-a914-114f-2067f137a914
159227,38.88641583333333,-76.92890783333333,114f19f1-f137-abdc-114f-19f1f137abdc
920179,38.900748,-77.02694533333333,114f095a-cb9b-b716-114f-095acb9bb716
583187,38.884909,-76.98369766666667,114f00d8-398c-7dcc-114f-00d8398c7dcc
666763,38.94268066666667,-77.0458865,114f0006-3127-2678-114f-000631272678
